label,sentence
1,"""Green""/ADJ,""tea""/NOUN,""Camellia""/NOUN,""sinensis""/NOUN,""play""/VERB,""neuroprotective""/ADJ,""role""/NOUN,""different""/ADJ,""neurodegenerative""/ADJ,""condition""/NOUN,""memory""/NOUN,""deficit""/NOUN,""Alzheimer""/PROPN,""disease""/NOUN,""AD""/NOUN"
1,"""Mushrooms""/NOUN,""reported""/VERB,""folklore""/NOUN,""management""/NOUN,""Alzheimer""/PROPN,""disease""/NOUN,""AD""/NOUN,""diabetes""/NOUN,""limited""/VERB,""scientific""/ADJ,""prove""/NOUN"
1,"""Fish""/NOUN,""oil""/NOUN,""rich""/ADJ,""eicosapentaenoic""/NOUN,""acid""/NOUN,""EPA""/NOUN,""docosahexaenoic""/NOUN,""acid""/NOUN,""DHA""/NOUN,""reduces""/VERB,""disease""/NOUN,""activity""/NOUN,""patient""/NOUN,""CD""/NOUN,""raised""/VERB,""laboratory""/NOUN,""marker""/NOUN,""inflammation""/NOUN,""healthy""/ADJ,""subject""/NOUN,""alters""/VERB,""PBMC""/PROPN,""function""/NOUN"
2,"""The""/DET,""different""/ADJ,""susceptibility""/NOUN,""renal""/ADJ,""stone""/NOUN,""disease""/NOUN,""white""/ADJ,""black""/ADJ,""people""/NOUN,""previously""/ADV,""explained""/VERB,""term""/NOUN,""intrinsic""/ADJ,""genetics""/NOUN,""extrinsic""/ADJ,""diet""/NOUN,""lifestyle""/NOUN,""factor""/NOUN"
1,"""Here""/ADV,""identified""/VERB,""Z-ajoene""/PROPN,""sulfur""/NOUN,""containing""/VERB,""compound""/NOUN,""isolated""/VERB,""crushed""/VERB,""garlic""/NOUN,""inhibitor""/NOUN,""colon""/NOUN,""cancer""/NOUN,""cell""/NOUN,""growth""/NOUN"
0,"""However""/ADV,""population-level""/ADJ,""strategy""/NOUN,""reduce""/VERB,""sodium""/NOUN,""consumption""/NOUN,""food""/NOUN,""product""/NOUN,""reformulation""/NOUN,""modifying""/VERB,""food""/NOUN,""procurement""/NOUN,""process""/NOUN,""federal""/ADJ,""healthy""/ADJ,""eating""/NOUN,""policy""/NOUN,""important""/ADJ,""public""/ADJ,""health""/NOUN,""initiative""/NOUN,""produce""/VERB,""meaningful""/ADJ,""reduction""/NOUN,""sodium""/NOUN,""consumption""/NOUN,""help""/VERB,""prevent""/VERB,""chronic""/ADJ,""disease""/NOUN,""adulthood""/NOUN"
0,"""Low""/ADJ,""diet""/NOUN,""quality""/NOUN,""driver""/NOUN,""general""/ADJ,""micronutrient""/ADJ,""malnutrition""/NOUN,""urban""/ADJ,""rural""/ADJ,""area""/NOUN"
2,"""PRV-1""/NOUN,""cause""/VERB,""heart""/NOUN,""skeletal""/ADJ,""muscle""/NOUN,""inflammation""/NOUN,""HSMI""/PROPN,""Atlantic""/PROPN,""salmon""/NOUN,""Salmo""/PROPN,""salar""/NOUN,""associated""/VERB,""jaundice""/NOUN,""syndrome""/NOUN,""farmed""/VERB,""chinook""/NOUN,""salmon""/NOUN,""Oncorhynchus""/PROPN,""tshawytscha""/PROPN"
1,"""A""/DET,""growing""/VERB,""body""/NOUN,""evidence""/NOUN,""including""/VERB,""study""/NOUN,""support""/NOUN,""protective""/ADJ,""effect""/NOUN,""oleocanthal""/ADJ,""OC""/NOUN,""extra-virgin""/ADJ,""olive""/NOUN,""oil""/NOUN,""EVOO""/NOUN,""early""/ADJ,""AD""/NOUN,""stage""/NOUN,""onset""/NOUN,""pathology""/NOUN"
1,"""Proteins""/NOUN,""peptide""/NOUN,""chicken""/NOUN,""meat""/NOUN,""bone""/NOUN,""known""/VERB,""rich""/ADJ,""functional""/ADJ,""nutritional""/ADJ,""ingredient""/NOUN,""improvement""/NOUN,""osteoporosis""/NOUN"
1,"""The""/DET,""use""/NOUN,""turmeric""/NOUN,""derived""/VERB,""root""/NOUN,""plant""/NOUN,""Curcuma""/PROPN,""longa""/NOUN,""treatment""/NOUN,""different""/ADJ,""inflammatory""/ADJ,""disease""/NOUN,""described""/VERB,""Ayurveda""/PROPN,""traditional""/ADJ,""Chinese""/ADJ,""medicine""/NOUN,""thousand""/NUM,""year""/NOUN"
